13.435029, -13.435029, -0.785398, 0.000000
13.471205, -13.398913, -0.791047, 1.000000
13.578933, -13.294546, -0.807995, 2.000000
13.770116, -13.133660, -0.836241, 3.000000
14.069478, -12.953437, -0.875786, 4.000000
14.491333, -12.809786, -0.926237, 4.627287
14.899011, -12.747523, -0.972869, 3.627287
15.211239, -12.730786, -1.008203, 2.627287
15.423946, -12.728081, -1.032238, 1.627287
15.536675, -12.727923, -1.044975, 0.627287

15.556349, -12.727922, -1.047198, 0.000000
15.558706, -12.730279, -1.047070, 0.050000
15.574236, -12.745809, -1.046177, 0.200000
15.596627, -12.768201, -1.043754, 0.450000
15.640231, -12.811807, -1.039035, 0.800000
15.712111, -12.883705, -1.031255, 1.250000
15.819314, -12.990991, -1.019649, 1.800000
15.968839, -13.140808, -1.003452, 2.450000
16.167572, -13.340411, -0.981898, 3.200000
16.422175, -13.597276, -0.954222, 4.050000
16.738918, -13.919265, -0.919659, 5.000000
17.121116, -14.312447, -0.877698, 5.950000
17.562089, -14.773977, -0.828851, 6.800000
18.052349, -15.298991, -0.773882, 7.550000
18.582200, -15.882699, -0.713556, 8.200000
19.142097, -16.520012, -0.648639, 8.750000
19.723059, -17.205187, -0.579895, 9.200000
20.317058, -17.931556, -0.508091, 9.550000
20.917304, -18.691393, -0.433991, 9.800000
21.518359, -19.475945, -0.358360, 9.950000
22.116043, -20.275592, -0.281964, 10.000000
22.708144, -21.081453, -0.205441, 10.000000
23.296929, -21.889743, -0.128918, 10.000000
23.885825, -22.697952, -0.052394, 10.000000
24.478251, -23.503574, 0.024129, 9.999866
25.076294, -24.302612, 0.100504, 9.944686
25.677549, -25.086013, 0.176074, 9.789506
26.277769, -25.844204, 0.250074, 9.534326
26.871434, -26.568486, 0.321738, 9.179145
27.451674, -27.251198, 0.390303, 8.723965
28.010394, -27.885734, 0.455001, 8.168785
28.538567, -28.466400, 0.515068, 7.513605
29.026622, -28.988139, 0.569739, 6.758425
29.464865, -29.446168, 0.618248, 5.903245
29.843829, -29.835613, 0.659831, 4.948333
30.157247, -30.153988, 0.694019, 4.003513
30.408822, -30.407674, 0.721359, 3.158693
30.604853, -30.604504, 0.742616, 2.413873
30.752022, -30.751934, 0.758557, 1.769054
30.857226, -30.857209, 0.769946, 1.224234
30.927469, -30.927467, 0.777549, 0.779414
30.969800, -30.969800, 0.782130, 0.434594
30.991286, -30.991286, 0.784455, 0.189774
30.998995, -30.998995, 0.785289, 0.044954

31.000000, -31.000000, 0.785398, 0.000000
30.997643, -30.997643, 0.785398, 0.050000
30.983626, -30.983626, 0.785398, 0.200000
30.961235, -30.961233, 0.785398, 0.450000
30.917642, -30.917616, 0.785398, 0.800000
30.845827, -30.845653, 0.785398, 1.250000
30.738916, -30.738076, 0.785398, 1.800000
30.590441, -30.587218, 0.785398, 2.450000
30.394882, -30.384508, 0.785398, 3.200000
30.148668, -30.119601, 0.785398, 4.050000
29.851936, -29.779124, 0.785398, 5.000000
29.513372, -29.347910, 0.785398, 5.950000
29.158406, -28.817629, 0.785398, 6.800000
28.821940, -28.183416, 0.785398, 7.550000
28.542285, -27.446982, 0.785398, 8.200000
